0000006800,NUEVO CHATO CHICO,S,N,01,280,030,200107,0899,N,N,01,N,0000006800,1,02,01,GOBIERNO REGIONAL,S|
0000007106,TONIROMASHI,S,N,01,340,036,250203,1175,N,N,01,N,0000007106,0,03,03,GOBIERNO REGIONAL,S|
0000007191,RAUMA,S,N,01,220,023,150611,1292,N,N,01,N,0000007191,0,03,08,GOBIERNO REGIONAL,S|
0000007194,SANTA CATALINA,S,N,01,220,023,150610,1292,N,N,01,N,0000007194,0,03,07,GOBIERNO REGIONAL,S|
0000007195,CHISQUE,S,N,01,220,023,150602,1292,N,N,01,N,0000007195,0,03,06,GOBIERNO REGIONAL,S|
0000007289,MARCAVALLE,S,N,01,130,014,090707,1645,S,N,01,N,0000007289,0,03,05,GOBIERNO REGIONAL,S|
0000007322,REFERENCIAL DOCENTE TUMÁN,N,N,05,190,021,140120,0860,N,N,01,N,0000007322,0,01,00,PRIVADO,N|
0000007400,CANAAN,S,N,01,300,033,220401,1059,N,N,01,N,0000007400,1,08,01,GOBIERNO REGIONAL,S|
0000007405,SAN JOSE,S,N,01,070,009,061102,0785,N,N,01,N,0000007405,0,08,03,GOBIERNO REGIONAL,S|
0000007409,SAN LUIS DE POLLOQUITO,S,N,01,070,009,060105,1712,N,N,01,N,0000007409,0,02,02,GOBIERNO REGIONAL,S|
0000007444,LUCMA,S,N,01,270,026,190102,0889,N,N,01,N,0000007444,0,01,03,GOBIERNO REGIONAL,S|
0000007646,LINCHA,S,N,01,220,023,151019,1287,N,N,01,N,0000007646,0,07,03,GOBIERNO REGIONAL,S|
0000007651,CHANSHAPAMPA,S,N,01,070,009,060201,1744,N,N,01,N,0000007651,0,05,01,GOBIERNO REGIONAL,S|
0000007688,CLINICA SANTA TERESA,N,N,04,030,\N,030101,0000,N,N,01,N,0000007688,0,00,00,PRIVADO,N|
0000007733,INSTITUTO NACIONAL DE SALUD MENTAL "HONORIO DELGADO - HIDEYO NOGUCHI",N,S,08,035,040,150135,0121,N,N,01,N,0000007733,0,00,00,MINSA,S|
0000007819,CONSULTORIO PAAD,N,N,00,080,\N,070102,0000,N,N,01,N,0000007819,0,00,00,PRIVADO,N|
0000007859,POLICLINICO EMMANUEL,N,N,03,080,\N,070106,0000,N,N,01,N,0000007859,0,00,00,PRIVADO,N|
0000007865,CENTRO ODONTOLÓGICO AMERICANO - TUMBES,N,N,01,330,\N,240101,0000,N,N,01,N,0000007865,0,00,00,PRIVADO,N|
0000007925,CENTRO DE SALUD,N,N,02,080,012,070101,1316,N,N,01,N,0000007925,1,00,00,PRIVADO,S|
0000007960,CLINICA DENTAL PREMIUM,N,N,03,170,\N,120114,0000,N,N,01,N,0000007960,0,00,00,PRIVADO,N|
0000008024,CLINICA CAYETANO HEREDIA,N,N,05,170,\N,120114,0000,N,N,01,N,0000008024,0,00,00,PRIVADO,N|
0000008117,CENTRO ODONTOLOGICO AMERICANO - TARAPOTO,N,N,01,300,\N,220901,0000,N,N,01,N,0000008117,1,00,00,PRIVADO,N|
0000008120,BRAZZINI RADIOLOGOS ASOCIADOS S.A.C.,N,N,00,036,\N,150131,0000,N,N,01,N,0000008120,0,00,00,PRIVADO,N|
0000008144,CLINICA DENTAL IMAGEN,N,N,03,170,\N,120114,0000,N,N,01,N,0000008144,0,00,00,PRIVADO,N|
0000008151,CLÍNICA METROPOLITANA,N,N,06,190,\N,140101,0000,N,N,01,N,0000008151,0,00,00,PRIVADO,N|
0000008152,BLUFSTEIN LABORATORIO CLINICO,N,N,00,036,\N,150131,0000,N,N,01,N,0000008152,1,00,00,PRIVADO,N|
0000008153,CONSULTORIO DR. SALINAS,N,N,00,230,\N,150131,0000,N,N,01,N,0000008153,0,00,00,PRIVADO,N|
0000008164,SANTA ENA,N,N,00,230,\N,150121,0000,N,N,05,N,0000008164,0,00,00,PRIVADO,N|
0000008183,BAZAN CASTAÑEDA RICARDO WILLIAM,N,N,01,230,\N,150135,0000,N,N,01,N,0000008183,0,00,00,PRIVADO,N|
0000008184,CENTRO DE DIAGNOSTICOS GAMMAGRAFICOS MEDICOS S.A.C.,N,N,00,230,\N,150117,0000,N,N,01,N,0000008184,0,00,00,PRIVADO,N|
0000008193,LOS CIPRESES,N,N,00,036,\N,150101,0000,N,N,01,N,0000008193,0,00,00,PRIVADO,N|
0000008195,CENTRO DE MEDICINA HIPERBARICA S.A,N,N,00,036,\N,150101,0000,N,N,01,N,0000008195,1,00,00,PRIVADO,N|
0000008206,ODONTODIAZ,N,N,01,230,\N,150117,0000,N,N,01,N,0000008206,0,00,00,PRIVADO,N|
0000008209,MEDLAB S.A.C.,N,N,03,036,\N,150122,0000,N,N,01,N,0000008209,0,00,00,PRIVADO,N|
0000008216,LABORATORIOS ROE S.A.,N,N,00,230,\N,150122,0000,N,N,01,N,0000008216,1,00,00,PRIVADO,N|
0000008217,LABORATORIO CLINICO ROE,N,N,00,230,\N,150113,0000,N,N,01,N,0000008217,0,00,00,PRIVADO,N|
0000008220,LABORATORIO CLINICO ROE,N,N,00,036,\N,150131,0000,N,N,01,N,0000008220,0,00,00,PRIVADO,N|
0000008229,SERVIMEDICOS S.A.C.,N,N,03,190,\N,140101,0000,N,N,01,N,0000008229,0,00,00,PRIVADO,N|
0000008240,CERG S.A.C,N,N,00,210,\N,150111,0000,N,N,01,N,0000008240,0,00,00,PRIVADO,N|
0000008247,SISOL EL AGUSTINO,N,N,03,210,024,150111,0131,N,N,01,N,0000008247,0,00,00,MUNICIPALIDAD PROVINCIAL,S|
0000008265,HOSPITAL IV - ALBERTO SABOGAL SOLOGUREN RED ASISTENCIAL SABOGAL,N,S,07,080,012,070102,0000,N,N,01,N,0000008265,0,00,00,\N,N|
0000008266,HOSPITAL NAVAL,N,N,07,080,012,070102,0471,N,N,01,N,0000008266,0,00,00,SANIDAD DE LA MARINA DE GUERRA DEL PERU,S|
0000008271,CLINICA SAN JUAN BAUTISTA,N,N,06,210,\N,150132,0000,N,N,01,N,0000008271,0,00,00,PRIVADO,N|
0000008281,CLINICA MAISON DE SANTE  DE LIMA,N,N,06,230,\N,150101,0000,N,N,01,N,0000008281,0,00,00,PRIVADO,N|
0000008299,DENTADEL SRL,N,N,00,190,\N,140101,0000,N,N,01,N,0000008299,1,00,00,PRIVADO,N|
0000008325,CLINICA CENTENARIO PERUANO JAPONESA,N,N,06,036,\N,150121,0000,N,N,01,N,0000008325,0,00,00,PRIVADO,N|
0000008333,SISOL HUAYCAN,N,N,03,210,024,150103,0131,N,N,01,N,0000008333,0,00,00,MUNICIPALIDAD PROVINCIAL,N|
0000008348,GRUPO SERVIMEDIC SAC,N,N,00,230,\N,150136,0000,N,N,05,N,0000008348,0,00,00,PRIVADO,N|
0000008351,CLINICAS SAN BERNARDO S.A.,N,N,06,230,\N,150121,0000,N,N,01,N,0000008351,0,00,00,PRIVADO,N|
0000008359,UNIVERSIDAD DE SAN MARTIN DE PORRES,N,N,00,210,\N,150114,0000,N,N,01,N,0000008359,1,00,00,PRIVADO,N|
0000008373,DPI DEL PERU S.A.,N,N,00,036,\N,150131,0000,N,N,01,N,0000008373,0,00,00,PRIVADO,N|
0000008389,IPOR: INSTITUTO PERUANO DE ONCOLOGIA & RADIOTERAPIA,N,N,03,036,\N,150131,0000,N,N,01,N,0000008389,0,00,00,PRIVADO,N|
0000008398,CLINICA EL GOLF,N,N,06,\N,\N,150131,0000,N,N,01,N,0000008398,0,00,00,PRIVADO,N|
0000008428,DENTAL BELLAVISTA,N,N,01,080,\N,070102,0000,N,N,01,N,0000008428,1,00,00,PRIVADO,N|
0000008519,CLINICA UNIVERSITARIA,N,N,05,230,\N,150110,0000,N,N,01,N,0000008519,0,00,00,PRIVADO,N|
0000008567,CENTRO ODONTOLOGICO AMERICANO - ZARATE,N,N,01,210,\N,150132,0000,N,N,01,N,0000008567,0,00,00,PRIVADO,N|
0000008577,HOSPITAL NACIONAL ALMANZOR AGUINAGA ASENJO,N,,07,190,021,140101,0000,,,01,N,0000008577,0,00,00,\N,N|
0000008652,HOSPITAL NACIONAL RAMIRO PRIALE,N,N,00,170,019,120114,0000,N,N,01,N,0000008652,0,00,00,\N,N|
0000008681,INSTITUTO ONCOLOGICO DE LIMA S.A.,N,N,03,230,\N,150130,0000,N,N,01,N,0000008681,0,00,00,PRIVADO,N|
0000008698,CENTRO DE DIALISIS CALLAO SAC,N,N,00,080,\N,070102,0000,N,N,05,N,0000008698,0,00,00,PRIVADO,N|
0000008719,CONSULTORIO MÉDICO,N,N,02,040,\N,040126,0000,N,N,01,N,0000008719,0,00,00,PRIVADO,N|
0000008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,N,S,08,350,038,150113,,N,N,01,N,0000008720,0,00,00,\N,N|
0000008721,CONSULTORIO,N,N,00,040,\N,040101,0000,N,N,01,N,0000008721,0,00,00,PRIVADO,N|
0000008722,CONSULTORIO,N,N,00,040,\N,040101,0000,N,N,01,N,0000008722,0,00,00,PRIVADO,N|
0000008746,CLINICA GOOD HOPE,N,N,06,\N,\N,150122,0000,N,N,01,N,0000008746,0,00,00,PRIVADO,N|
0000008750,CLINICA DEL PACIFICO S.A,N,S,06,190,\N,140101,0000,N,N,01,N,0000008750,0,00,00,PRIVADO,N|
0000008773,CONSULTORIO,N,N,00,040,\N,040103,0000,N,N,01,N,0000008773,0,00,00,PRIVADO,N|
0000008786,CLINICA SAN JUAN DE DIOS,N,N,05,230,\N,150134,0000,N,N,01,N,0000008786,0,00,00,PRIVADO,N|
0000008788,SISOL JUAN PABLO II,N,N,03,036,024,150132,0131,N,N,01,N,0000008788,0,00,00,MUNICIPALIDAD PROVINCIAL,S|
0000008789,SISOL TRABAJADORES HOSPITAL DEL NIÑO,N,N,03,210,024,150132,0131,N,N,01,N,0000008789,0,00,00,MUNICIPALIDAD PROVINCIAL,S|
0000008817,CONSULTORIO,N,N,00,040,\N,040104,0000,N,N,01,N,0000008817,0,00,00,PRIVADO,N|
0000008869,CENTRO OPTICO SAN FRANCISCO,N,N,00,040,\N,040101,0000,N,N,05,N,0000008869,0,00,00,PRIVADO,N|
0000008883,POLICLINICO DOCENTE SAN LUIS,N,N,03,020,\N,021809,0000,N,N,01,N,0000008883,0,00,00,PRIVADO,N|
0000008886,CENTRO ODONTOLOGICO INTEGRAL SAC,N,N,03,020,\N,020101,0000,N,N,01,N,0000008886,0,00,00,PRIVADO,N|
0000008890,RESOCENTRO,N,N,00,036,\N,150122,0000,N,N,01,N,0000008890,0,00,00,PRIVADO,N|
0000008899,ALTERNATIVAS TERAPEUTICAS MODERNAS - "ALTERMOD" S.A.C.,N,N,01,190,\N,140101,0000,N,N,01,N,0000008899,0,00,00,PRIVADO,N|
0000008917,ALIADA,N,N,03,230,\N,150131,0000,N,N,01,N,0000008917,0,00,00,PRIVADO,N|
0000008943,SUIZA LAB,N,N,03,036,\N,150122,0000,N,N,01,N,0000008943,0,00,00,PRIVADO,N|
0000008956,CLINICA DEL INCA,N,S,08,036,\N,150122,0000,N,N,01,N,0000008956,0,00,00,PRIVADO,N|
0000009042,HOSPITAL IV VICTOR LAZARTE ECHEGARAY,N,N,00,180,020,130101,0000,N,N,01,N,0000009042,0,00,00,\N,N|
0000009045,SISOL JOSE CARLOS MARIATEGUI,N,N,03,210,024,150132,0131,N,N,01,N,0000009045,0,00,00,MUNICIPALIDAD PROVINCIAL,S|
0000009047,HOSPITAL III CHIMBOTE,N,,00,020,002,021801,0000,,,01,N,0000009047,0,00,00,\N,N|
0000009066,HOSPITAL HIGOS URCO,N,N,05,010,001,010101,0000,N,N,01,N,0000009066,0,00,00,\N,N|
0000009082,SANCHEZ ESTRELLA EVA,N,N,01,036,\N,150132,0000,N,N,01,N,0000009082,0,00,00,PRIVADO,N|
0000009090,CLINICA " LIMATAMBO",N,N,05,210,\N,150132,0000,N,N,01,N,0000009090,0,00,00,PRIVADO,N|
0000009104,CLINICA SAN MIGUEL ARCANGEL S.A.C.,N,N,06,\N,\N,150132,0000,N,N,01,N,0000009104,0,00,00,PRIVADO,N|
0000009116,CLINICA SAN FELIPE S.A.,N,S,07,036,\N,150113,0000,N,N,01,N,0000009116,0,00,00,PRIVADO,N|
0000009123,CLINICA ANGLOAMERICANA,N,N,06,\N,\N,150131,0000,N,N,01,N,0000009123,0,00,00,PRIVADO,N|
0000009131,CENTRO MEDICO ESPECIALIZADO CHINCHA SAC,N,N,00,150,\N,110201,0000,N,N,01,N,0000009131,0,00,00,PRIVADO,N|
0000009132,HOSPITAL II HUANCAVELICA,N,N,05,130,014,090118,,N,N,01,N,0000009132,0,00,00,\N,N|
0000009138,ARTEAGA ROJAS MIRIAN,N,N,01,036,\N,150132,0000,N,N,01,N,0000009138,0,00,00,PRIVADO,N|
0000009153,CLINICA MONTEFIORI,N,N,06,210,\N,150114,0000,N,N,01,N,0000009153,0,00,00,PRIVADO,N|
0000009171,CENTRO NEFROUROLOGICO DEL ORIENTE S.A.C.,N,N,00,340,\N,250101,0000,N,N,01,N,0000009171,0,00,00,PRIVADO,N|
0000009173,MEDICENTRO ARCANGEL ICA 1,N,N,02,150,\N,110101,0000,N,N,01,N,0000009173,1,00,00,PRIVADO,N|
0000009182,MUJER S.A.C.,N,N,02,036,\N,150113,0000,N,N,01,N,0000009182,1,00,00,PRIVADO,N|
0000009183,RESOMASA,N,N,00,036,\N,150131,0000,N,N,01,N,0000009183,0,00,00,PRIVADO,N|
0000009184,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,N,N,02,230,\N,150131,0000,N,N,01,N,0000009184,0,00,00,PRIVADO,N|
0000009185,RESONANCIA MAGNETICA S.A.,N,N,00,036,\N,150113,0000,N,N,01,N,0000009185,1,00,00,PRIVADO,N|
0000009186,CARLOS AUGUSTO MARTORELL CARREÑO,N,N,02,036,\N,150116,0000,N,N,01,N,0000009186,0,00,00,PRIVADO,N|
0000009207,CLÍNICA,N,N,05,040,\N,040109,0000,N,N,01,N,0000009207,1,00,00,PRIVADO,N|
0000009215,HOSPITAL BASE III (PUNO) - RED ASISTENCIAL PUNO,N,S,07,290,032,210101,0000,N,N,01,N,0000009215,0,00,00,\N,N|
0000009248,POLICLINICO,N,N,00,040,\N,040101,0000,N,N,01,N,0000009248,1,00,00,PRIVADO,N|
0000009250,CLINICAS AUNA - SEDE BELLAVISTA,N,N,05,080,\N,070102,0000,N,N,01,N,0000009250,0,00,00,PRIVADO,N|
0000009267,POLICLINICO,N,N,00,040,\N,040110,0000,N,N,01,N,0000009267,0,00,00,PRIVADO,N|
0000009279,LITOTRICIA SAN BORJA SAC,N,N,00,036,\N,150130,0000,N,N,01,N,0000009279,0,00,00,PRIVADO,N|
0000009302,CENTRO DE RESONANCIA MAGNETICA,N,N,00,040,\N,040126,0000,N,N,01,N,0000009302,0,00,00,PRIVADO,N|
0000009308,LABORATORIO,N,N,00,040,\N,040101,0000,N,N,01,N,0000009308,0,00,00,PRIVADO,N|
0000009309,LABORATORIO,N,S,06,040,\N,040101,0000,N,N,01,N,0000009309,0,00,00,PRIVADO,N|
0000009319,HOSPITAL I VICTOR ALFREDO LAZO PERALTA,N,N,05,250,028,170101,,N,N,01,N,0000009319,0,00,00,\N,N|
0000009325,CENTRO DE DIALISIS JESUS MARIA SAC,N,N,00,230,\N,150113,0000,N,N,05,N,0000009325,0,00,00,PRIVADO,N|
0000009328,JUAN MATZUMURA KASANO EIRL,N,N,02,036,\N,150131,0000,N,N,01,N,0000009328,0,00,00,PRIVADO,N|
0000009381,CONSULTORIO MEDICO,N,N,02,230,\N,150110,0000,N,N,01,N,0000009381,1,00,00,PRIVADO,N|
0000009403,CONSULTORIOS AREVALO MED,N,N,02,230,\N,150128,0000,N,N,01,N,0000009403,0,00,00,PRIVADO,N|
0000009409,CLINICA RICARDO PALMA,N,S,07,230,\N,150131,0000,N,N,01,N,0000009409,0,00,00,PRIVADO,N|
0000009420,SERVICIOS OFTALMOLOGICOS DEL NORTE,N,N,00,190,\N,140101,0000,N,N,01,N,0000009420,1,00,00,PRIVADO,N|
0000009423,RED DE PATOLOGIA Y DETECCION DEL CANCER SAC,N,N,00,036,\N,150121,0000,N,N,01,N,0000009423,0,00,00,PRIVADO,N|
0000009427,NEOMEDIC S.A.,N,N,02,036,\N,150131,0000,N,N,01,N,0000009427,1,00,00,PRIVADO,N|
0000009428,CENTRO DE RADIOTERAPIA DE LIMA S.A.,N,N,00,036,\N,150130,0000,N,N,01,N,0000009428,1,00,00,PRIVADO,N|
0000009460,CEREMA SAC,N,N,00,036,\N,150130,0000,N,N,01,N,0000009460,0,00,00,PRIVADO,N|
0000009488,INSTITUTO DEL RIÑÓN E.I.R.L,N,N,00,190,\N,140101,0000,N,N,05,N,0000009488,0,00,00,PRIVADO,N|
0000009514,INSTITUTO DE IMAGENES MEDICAS,N,N,00,036,\N,150101,0000,N,N,01,N,0000009514,0,00,00,PRIVADO,N|
0000009545,SOLIDARIDAD SALUD TUMBES,N,N,03,330,035,240101,0940,N,N,01,N,0000009545,0,00,00,MUNICIPALIDAD PROVINCIAL,S|
0000009547,COA CENTRO ODONTOLOGICO AMERICANO - SAN JUAN DE MIRAFLORES,N,N,01,230,\N,150133,0000,N,N,01,N,0000009547,0,00,00,PRIVADO,N|
0000009553,INVERSIONES, DESARROLLOS Y NEGOCIOS TRUJILLO S.A.C.,N,N,00,036,\N,150115,0000,N,N,01,N,0000009553,1,00,00,PRIVADO,N|
0000009583,CONSULTORIO ESTOMATOLOGICO,N,N,01,230,\N,150140,0000,N,N,01,N,0000009583,0,00,00,PRIVADO,N|
0000009591,CLINICA LIMATAMBO CAJAMARCA S.A.C.,N,N,05,\N,\N,060101,0000,N,N,01,N,0000009591,0,00,00,PRIVADO,N|
0000009600,HOSPITAL  ESSALUD PUCALLPA,N,S,06,340,036,250101,,N,N,01,N,0000009600,0,00,00,\N,N|
0000009617,PETSCAN PERU - CAMNSA,N,N,00,036,\N,150122,0000,N,N,01,N,0000009617,0,00,00,PRIVADO,N|
0000009621,CENTRO ODONTOLOGICO AMERICANO - ICA,N,N,01,150,\N,110101,0000,N,N,01,N,0000009621,1,00,00,PRIVADO,N|
0000009667,CASMAL,S,N,01,010,001,010114,0725,N,N,01,N,0000009667,0,01,16,GOBIERNO REGIONAL,S|
0000009670,COCHA,S,N,01,010,001,010504,0725,N,N,01,N,0000009670,0,01,01,GOBIERNO REGIONAL,S|
0000009680,GARZAYACU,S,N,01,010,001,010609,0725,N,N,01,N,0000009680,0,01,03,GOBIERNO REGIONAL,S|
0000009682,CLÍNICA INTERNACIONAL,N,S,06,230,\N,150130,0000,N,N,01,N,0000009682,0,00,00,PRIVADO,N|
0000009704,CONSULTORIO DENTAL CAMONES,N,N,01,230,\N,150143,0000,N,N,01,N,0000009704,0,00,00,PRIVADO,N|
0000009708,PETROZZI & MASSA S.A.C.,N,N,01,230,\N,150140,0000,N,N,01,N,0000009708,0,00,00,PRIVADO,N|
0000009734,PUESTO DE SALUD QUINGAO,S,N,01,020,002,021908,0745,N,N,01,N,0000009734,0,06,04,GOBIERNO REGIONAL,S|
0000009747,HOSPITAL II PASCO,N,N,00,270,026,190109,,N,N,01,N,0000009747,0,00,00,\N,N|
0000009771,CENTRO DE REHABILITACION DENTAL ESPECIALIZADA S.A.C.,N,N,01,035,\N,150117,0000,N,N,01,N,0000009771,0,00,00,PRIVADO,N|
0000009783,ORGANIZACION DE SALUD INTERCONTINENTAL,N,N,00,036,\N,150122,0000,N,N,01,N,0000009783,0,00,00,PRIVADO,N|
0000009784,CIMEDIC,N,N,02,230,\N,150131,0000,N,N,01,N,0000009784,1,00,00,PRIVADO,N|
0000009831,VILLA DIAL,N,N,00,230,\N,150133,0000,N,N,05,N,0000009831,0,00,00,PRIVADO,N|
0000009854,SANTA ROSA DE TAMAYA,S,N,01,340,036,250104,1660,N,N,01,N,0000009854,0,01,03,GOBIERNO REGIONAL,S|
0000009886,CLINICA SAN BORJA,N,N,07,036,\N,150130,0000,N,N,01,N,0000009886,0,00,00,PRIVADO,N|
0000009891,MIRAFLORES DE TSACHOPEN,S,N,01,270,026,190302,0891,N,N,01,N,0000009891,0,03,09,GOBIERNO REGIONAL,S|
0000009892,CHACOS,S,N,01,270,026,190301,0891,N,N,01,N,0000009892,0,03,07,GOBIERNO REGIONAL,S|
0000009893,NUEVO CONTROL,S,N,01,300,033,220203,0930,N,N,01,N,0000009893,0,04,01,GOBIERNO REGIONAL,S|
0000009899,HOSPITAL BASE III JULIACA - ESSALUD - RED ASISTENCIAL JULIACA,N,S,06,290,032,211101,0000,N,N,01,N,0000009899,0,00,00,\N,N|
0000009900,HOSPITAL I LAMPA - ESSALUD - RED ASISTENCIAL JULIACA,N,N,05,290,032,210701,0000,N,N,01,N,0000009900,0,00,00,\N,N|
0000009904,ANGLO MEDICAL E.I.R.L.,N,N,00,036,\N,150130,0000,N,N,01,N,0000009904,0,00,00,PRIVADO,N|
0000009940,CENTRO MEDICO MEDICA SUR,N,N,04,290,\N,211101,0000,N,N,01,N,0000009940,0,00,00,PRIVADO,N|
0000009960,ENFOQUE MEDICO SAC,N,N,00,350,\N,150135,0000,N,N,01,N,0000009960,1,00,00,PRIVADO,N|
0000009982,CLINICA REPROMEDIC,N,N,17,230,\N,150113,0000,N,N,01,N,0000009982,0,00,00,PRIVADO,N|
0000009986,KERAPATA,S,N,01,030,004,030109,1498,N,N,01,N,0000009986,0,01,04,GOBIERNO REGIONAL,S|
0000009988,CLINICA SAN PABLO,N,N,06,230,\N,150140,0000,N,N,01,N,0000009988,0,00,00,PRIVADO,N|
0000009989,CLINICA PADRE LUIS TEZZA,N,N,06,\N,\N,150140,0000,N,N,01,N,0000009989,0,00,00,PRIVADO,N|
0000009995,CENTRO DE DIALISIS SAN IGNACIO DE LOYOLA S.A.C.,N,N,00,036,\N,150113,0000,N,N,01,N,0000009995,0,00,00,PRIVADO,N|
000000A308,PUESTO DE SALUD SATICA,S,N,01,050,007,050203,1045,N,N,01,N,0000007302,0,05,07,GOBIERNO REGIONAL,S|
0000010009,CCOCHAPUCRO,S,N,01,030,005,030217,0756,N,N,01,N,0000010009,0,05,04,GOBIERNO REGIONAL,S|
0000010010,OSCCOLLO,S,N,02,030,005,030603,1497,N,N,01,N,0000010010,0,04,01,GOBIERNO REGIONAL,S|
0000010011,URUCANCHA,S,N,01,030,005,030603,1497,N,N,01,N,0000010011,0,04,01,GOBIERNO REGIONAL,S|
0000010012,CHUYAMA,S,N,01,030,005,030611,1497,S,N,01,N,0000010012,0,04,03,GOBIERNO REGIONAL,S|
0000010029,KUNURANA ALTO,S,N,01,290,042,210808,0915,N,N,01,N,0000010029,0,10,07,GOBIERNO REGIONAL,S|
